 3695 20.10 
 3730 20.10 
 3765 20.10 
 3800 20.10 
 3834 20.10 
 3868 20.10 
 3903 20.10 
 3938 20.10 
 3973 20.10 
 4008 20.10 
 4043 20.10 
 4078 20.10 
 4113 20.10 
 4148 20.10 
 4183 20.10 
 4218 20.10 
 4253 20.10 
 4288 20.10 
 4322 20.10 
 4356 20.10 
 4390 20.10 
 4424 20.10 
 4459 20.10 
 4494 20.10 
 4530 20.10 
 4565 20.10 
 4599 20.10 
 4633 20.10 
 4668 20.10 
 4703 20.10 
 4738 20.10 
 4773 20.10 
 4807 20.10 
 4842 20.10 
 4877 20.10 
 4912 20.10 
 4947 20.10 
 4982 20.10 
 5017 20.10 
 5052 20.10 
 5086 20.10 
 5121 20.10 
 5155 20.10 
 5189 20.10 
 5223 20.10 
 5257 20.10 
 5291 20.10 
 5325 20.10 
 5360 20.10 
 5395 20.10 
 5429 20.10 
 5464 20.10 
 5499 20.10 
 5533 20.10 
 5567 20.10 
 5601 20.10 
 5635 20.10 
 5669 20.10 
 5704 20.10 
 5739 20.10 
 2590 20.30 
 2625 20.30 
 2660 20.30 
 2695 20.30 
 2731 20.30 
 2766 20.30 
 2802 20.30 
 2837 20.30 
 2872 20.30 
 2907 20.30 
 2943 20.30 
 2978 20.30 
 3013 20.30 
 3048 20.30 
 3082 20.30 
 3117 20.30 
 3153 20.30 
 3188 20.30 
 3223 20.30 
 3258 20.30 
 3294 20.30 
 3330 20.30 
 3365 20.30 
 3401 20.30 
 3437 20.30 
 3474 20.30 
 3509 20.30 
 3544 20.30 
 3579 20.30 
 3615 20.30 
 3650 20.30 
 3685 20.30 
 3720 20.30 
 3756 20.30 
 3792 20.30 
 3828 20.30 
 3864 20.30 
 3900 20.30 
 3935 20.30 
 3969 20.30 
 4004 20.30 
 4039 20.30 
 4074 20.30 
 4109 20.30 
 4144 20.30 
 4179 20.30 
 4214 20.30 
 4249 20.30 
 4284 20.30 
 4319 20.30 
 4354 20.30 
 4390 20.30 
 4425 20.30 
 4460 20.30 
 4495 20.30 
 4530 20.30 
 4565 20.30 
 4600 20.30 
 4635 20.30 
 4668 20.30 
 4703 20.30 
 4738 20.30 
 4773 20.30 
 4807 20.30 
 4842 20.30 
 4877 20.30 
 4912 20.30 
 4947 20.30 
 4982 20.30 
 5017 20.30 
 5052 20.30 
 5086 20.30 
 5121 20.30 
 5155 20.30 
 5189 20.30 
 5223 20.30 
 5257 20.30 
 5291 20.30 
 5325 20.30 
 5360 20.30 
 5395 20.30 
 5429 20.30 
 5464 20.30 
 5499 20.30 
 5533 20.30 
 5567 20.30 
 5601 20.30 
 5635 20.30 
 5669 20.30 
 5704 20.30 
 5739 20.30 
 3593 20.50 
 3629 20.50 
 3664 20.50 
 3699 20.50 
 3734 20.50 
 3769 20.50 
 3803 20.50 
 3837 20.50 
 3872 20.50 
 3907 20.50 
 3942 20.50 
 3977 20.50 
 4012 20.50 
 4047 20.50 
 4081 20.50 
 4115 20.50 
 4150 20.50 
 4185 20.50 
 4220 20.50 
 4255 20.50 
 4289 20.50 
 4324 20.50 
 4359 20.50 
 4394 20.50 
 4428 20.50 
 4462 20.50 
 4497 20.50 
 4532 20.50 
 4567 20.50 
 4602 20.50 
 4637 20.50 
 4672 20.50 
 4706 20.50 
 4741 20.50 
 4776 20.50 
 4811 20.50 
 4846 20.50 
 4881 20.50 
 4916 20.50 
 4951 20.50 
 4985 20.50 
 5020 20.50 
 5055 20.50 
 5090 20.50 
 5125 20.50 
 5160 20.50 
 5194 20.50 
 5229 20.50 
 5264 20.50 
 5299 20.50 
 5334 20.50 
 5369 20.50 
 5404 20.50 
 5439 20.50 
 5473 20.50 
 5507 20.50 
 5541 20.50 
 5576 20.50 
 5610 20.50 
 5669 20.50 
 5704 20.50 
 5739 20.50 
 2196 20.70 
 2231 20.70 
 2265 20.70 
 2300 20.70 
 2336 20.70 
 2371 20.70 
 2406 20.70 
 2440 20.70 
 2475 20.70 
 2510 20.70 
 2545 20.70 
 2579 20.70 
 2613 20.70 
 2647 20.70 
 2682 20.70 
 2717 20.70 
 2752 20.70 
 2787 20.70 
 2822 20.70 
 2857 20.70 
 2892 20.70 
 2927 20.70 
 2962 20.70 
 2997 20.70 
 3031 20.70 
 3066 20.70 
 3101 20.70 
 3135 20.70 
 3169 20.70 
 3203 20.70 
 3237 20.70 
 3271 20.70 
 3306 20.70 
 3341 20.70 
 3376 20.70 
 3411 20.70 
 3446 20.70 
 3481 20.70 
 3515 20.70 
 3549 20.70 
 3583 20.70 
 3617 20.70 
 3651 20.70 
 3686 20.70 
 3721 20.70 
 3756 20.70 
 3791 20.70 
 3826 20.70 
 3861 20.70 
 3896 20.70 
 3931 20.70 
 3966 20.70 
 4001 20.70 
 4036 20.70 
 4071 20.70 
 4107 20.70 
 4142 20.70 
 4176 20.70 
 4211 20.70 
 4246 20.70 
 4255 20.70 
 4289 20.70 
 4324 20.70 
 4359 20.70 
 4394 20.70 
 4428 20.70 
 4462 20.70 
 4497 20.70 
 4532 20.70 
 4567 20.70 
 4602 20.70 
 4637 20.70 
 4672 20.70 
 4706 20.70 
 4741 20.70 
 4776 20.70 
 4811 20.70 
 4846 20.70 
 4881 20.70 
 4916 20.70 
 4951 20.70 
 4985 20.70 
 5020 20.70 
 5055 20.70 
 5090 20.70 
 5125 20.70 
 5160 20.70 
 5194 20.70 
 5229 20.70 
 5264 20.70 
 5299 20.70 
 5334 20.70 
 5369 20.70 
 5404 20.70 
 5439 20.70 
 5473 20.70 
 5507 20.70 
 5541 20.70 
 5576 20.70 
 5610 20.70 
 5669 20.70 
 5704 20.70 
 5739 20.70 
 3861 20.90 
 3897 20.90 
 3933 20.90 
 3968 20.90 
 4003 20.90 
 4037 20.90 
 4071 20.90 
 4105 20.90 
 4139 20.90 
 4173 20.90 
 4207 20.90 
 4241 20.90 
 4275 20.90 
 4309 20.90 
 4343 20.90 
 4377 20.90 
 4412 20.90 
 4446 20.90 
 4480 20.90 
 4514 20.90 
 4548 20.90 
 4582 20.90 
 4616 20.90 
 4650 20.90 
 4684 20.90 
 4718 20.90 
 4752 20.90 
 4786 20.90 
 4820 20.90 
 4854 20.90 
 4888 20.90 
 4922 20.90 
 4956 20.90 
 4991 20.90 
 5026 20.90 
 5060 20.90 
 5095 20.90 
 5130 20.90 
 5165 20.90 
 5200 20.90 
 5234 20.90 
 5269 20.90 
 5304 20.90 
 5339 20.90 
 5374 20.90 
 5409 20.90 
 5444 20.90 
 5479 20.90 
 5514 20.90 
 5549 20.90 
 5584 20.90 
 5619 20.90 
 5654 20.90 
 5689 20.90 
 5725 20.90 
 5761 20.90 
 5797 20.90 
 5832 20.90 
 5867 20.90 
 5902 20.90 
 2523 21.10 
 2559 21.10 
 2595 21.10 
 2631 21.10 
 2666 21.10 
 2701 21.10 
 2736 21.10 
 2771 21.10 
 2806 21.10 
 2841 21.10 
 2877 21.10 
 2912 21.10 
 2947 21.10 
 2982 21.10 
 3018 21.10 
 3054 21.10 
 3089 21.10 
 3124 21.10 
 3159 21.10 
 3194 21.10 
 3229 21.10 
 3264 21.10 
 3299 21.10 
 3335 21.10 
 3371 21.10 
 3406 21.10 
 3441 21.10 
 3476 21.10 
 3511 21.10 
 3547 21.10 
 3583 21.10 
 3618 21.10 
 3653 21.10 
 3688 21.10 
 3723 21.10 
 3757 21.10 
 3792 21.10 
 3826 21.10 
 3861 21.10 
 3896 21.10 
 3931 21.10 
 3966 21.10 
 4000 21.10 
 4035 21.10 
 4069 21.10 
 4104 21.10 
 4140 21.10 
 4177 21.10 
 4212 21.10 
 4246 21.10 
 4280 21.10 
 4314 21.10 
 4348 21.10 
 4383 21.10 
 4419 21.10 
 4454 21.10 
 4489 21.10 
 4525 21.10 
 4560 21.10 
 4582 21.10 
 4616 21.10 
 4650 21.10 
 4684 21.10 
 4718 21.10 
 4752 21.10 
 4786 21.10 
 4820 21.10 
 4854 21.10 
 4888 21.10 
 4922 21.10 
 4956 21.10 
 4991 21.10 
 5026 21.10 
 5060 21.10 
 5095 21.10 
 5130 21.10 
 5165 21.10 
 5200 21.10 
 5234 21.10 
 5269 21.10 
 5304 21.10 
 5339 21.10 
 5374 21.10 
 5409 21.10 
 5444 21.10 
 5479 21.10 
 5514 21.10 
 5549 21.10 
 5584 21.10 
 5619 21.10 
 5654 21.10 
 5689 21.10 
 5725 21.10 
 5761 21.10 
 5797 21.10 
 5832 21.10 
 5867 21.10 
 5902 21.10 
 1704 21.30 
 1740 21.30 
 1775 21.30 
 1810 21.30 
 1846 21.30 
 1882 21.30 
 1918 21.30 
 1954 21.30 
 1989 21.30 
 2024 21.30 
 2059 21.30 
 2094 21.30 
 2130 21.30 
 2166 21.30 
 2202 21.30 
 2237 21.30 
 2273 21.30 
 2309 21.30 
 2345 21.30 
 2381 21.30 
 2416 21.30 
 2452 21.30 
 2488 21.30 
 2524 21.30 
 2560 21.30 
 2597 21.30 
 2633 21.30 
 2669 21.30 
 2704 21.30 
 2739 21.30 
 2774 21.30 
 2809 21.30 
 2845 21.30 
 2881 21.30 
 2917 21.30 
 2953 21.30 
 2989 21.30 
 3025 21.30 
 3061 21.30 
 3097 21.30 
 3132 21.30 
 3168 21.30 
 3204 21.30 
 3240 21.30 
 3276 21.30 
 3311 21.30 
 3346 21.30 
 3382 21.30 
 3417 21.30 
 3453 21.30 
 3489 21.30 
 3524 21.30 
 3560 21.30 
 3596 21.30 
 3631 21.30 
 3666 21.30 
 3701 21.30 
 3737 21.30 
 3757 21.30 
 3792 21.30 
 3826 21.30 
 3861 21.30 
 3896 21.30 
 3931 21.30 
 3966 21.30 
 4000 21.30 
 4035 21.30 
 4069 21.30 
 4104 21.30 
 4140 21.30 
 4177 21.30 
 4212 21.30 
 4246 21.30 
 4280 21.30 
 4314 21.30 
 4348 21.30 
 4383 21.30 
 4419 21.30 
 4454 21.30 
 4489 21.30 
 4525 21.30 
 4560 21.30 
 4582 21.30 
 4616 21.30 
 4650 21.30 
 4684 21.30 
 4718 21.30 
 4752 21.30 
 4786 21.30 
 4820 21.30 
 4854 21.30 
 4888 21.30 
 4922 21.30 
 4956 21.30 
 4991 21.30 
 5026 21.30 
 5060 21.30 
 5095 21.30 
 5130 21.30 
 5165 21.30 
 5200 21.30 
 5234 21.30 
 5269 21.30 
 5304 21.30 
 5339 21.30 
 5374 21.30 
 5409 21.30 
 5444 21.30 
 5479 21.30 
 5514 21.30 
 5549 21.30 
 5584 21.30 
 5619 21.30 
 5654 21.30 
 5689 21.30 
 5725 21.30 
 5761 21.30 
 5797 21.30 
 5832 21.30 
 5867 21.30 
 5902 21.30 
 3392 21.50 
 3428 21.50 
 3463 21.50 
 3498 21.50 
 3533 21.50 
 3567 21.50 
 3602 21.50 
 3638 21.50 
 3673 21.50 
 3708 21.50 
 3743 21.50 
 3778 21.50 
 3813 21.50 
 3848 21.50 
 3883 21.50 
 3918 21.50 
 3953 21.50 
 3988 21.50 
 4023 21.50 
 4057 21.50 
 4091 21.50 
 4126 21.50 
 4161 21.50 
 4196 21.50 
 4231 21.50 
 4266 21.50 
 4302 21.50 
 4337 21.50 
 4372 21.50 
 4407 21.50 
 4442 21.50 
 4477 21.50 
 4512 21.50 
 4547 21.50 
 4582 21.50 
 4617 21.50 
 4652 21.50 
 4687 21.50 
 4723 21.50 
 4759 21.50 
