       1  1712.911000  2270.865200
       2  1473.250300  1446.709400
       3  1272.879000  1111.322000
       4  1105.356000   921.661130
       5   965.295700   797.139830
       6   848.196530   707.994320
       7   750.294300   640.446830
       8   668.441710   587.166440
       9   600.007800   543.861400
      10   542.792700   507.837210
      11   494.957210   477.309320
      12   454.963710   451.044900
      13   421.526640   428.162010
      14   393.571100   408.012110
      15   370.198500   390.106300
      16   350.657500   374.068600
      17   334.320000   359.604520
      18   320.660820   346.480010
      19   309.240900   334.506430
      20   299.693100   323.529930
      21   291.710510   313.423500
      22   285.036600   304.081500
      23   279.456720   295.415000
      24   274.791620   287.349000
      25   270.891320   279.819330
      26   267.630400   272.770930
      27   264.904100   266.156300
      28   262.624700   259.934000
      29   260.719000   254.068000
      30   259.125700   248.526640
